CustomerID,Status,Annual Income ($),Spending Score (1-100),Work Experience,Customer size,Founded,Number of employees,Country
402.0,Public,91389.0,92.0,11.0,7.0,2012,4177,Germany
403.0,Private,186359.0,95.0,13.0,2.0,1970,3404,USA
404.0,Private,178989.0,46.0,14.0,3.0,2007,2002,Canada
405.0,Private,166335.0,45.0,5.0,5.0,1986,6592,India
406.0,Public,119889.0,11.0,17.0,6.0,2002,2320,Allemagne
407.0,Public,66852.0,73.0,15.0,3.0,1992,1029,France
408.0,Private,103896.0,36.0,16.0,4.0,1994,3648,Suède
409.0,Private,187761.0,87.0,2.0,3.0,1982,9762,Norvège
410.0,Private,102717.0,93.0,7.0,4.0,1990,2663,Finlande
411.0,Private,102647.0,83.0,0.0,2.0,1987,9017,Pays-Bas
412.0,Public,113585.0,31.0,0.0,4.0,1982,8993,Royaume-Uni
413.0,Public,86509.0,88.0,0.0,4.0,1972,5701,États-Unis
414.0,Private,59099.0,44.0,1.0,7.0,1996,6600,Canada
415.0,Public,135088.0,5.0,1.0,5.0,1987,4968,Chine
416.0,Public,110870.0,78.0,1.0,4.0,1984,6817,Inde
417.0,Public,187667.0,12.0,0.0,1.0,2002,9782,Germany
418.0,Public,124614.0,25.0,8.0,5.0,2008,7873,USA
419.0,Public,166492.0,40.0,9.0,7.0,1978,5143,Canada
420.0,Public,172758.0,69.0,1.0,2.0,1982,6727,India
421.0,Private,122430.0,19.0,1.0,1.0,2011,7782,Allemagne
422.0,Public,183540.0,96.0,0.0,6.0,1977,4395,France
423.0,Public,96484.0,34.0,5.0,4.0,1983,8174,Suède
424.0,Private,112587.0,71.0,1.0,4.0,2015,1868,Norvège
425.0,Public,155672.0,71.0,7.0,7.0,1999,610,Finlande
426.0,Public,72847.0,93.0,1.0,2.0,1998,1535,Pays-Bas
427.0,Private,71897.0,32.0,2.0,3.0,1975,2008,Royaume-Uni
428.0,Private,158479.0,57.0,1.0,5.0,1983,2397,États-Unis
429.0,Private,89251.0,4.0,1.0,1.0,2000,9877,Canada
430.0,Private,179911.0,24.0,1.0,1.0,1990,6718,Chine
431.0,Private,111558.0,85.0,7.0,4.0,2021,29,Inde
432.0,Private,127615.0,78.0,10.0,7.0,2013,7733,Germany
433.0,Public,50076.0,32.0,3.0,5.0,1988,3212,USA
434.0,Public,77779.0,62.0,4.0,1.0,2008,3498,Canada
435.0,Private,169999.0,38.0,5.0,5.0,1984,8357,India
436.0,Public,106581.0,76.0,1.0,7.0,2000,6075,Allemagne
437.0,Public,78223.0,41.0,0.0,1.0,1976,3716,France
438.0,Private,136259.0,14.0,0.0,7.0,2022,5518,Suède
439.0,Private,153399.0,93.0,1.0,6.0,2021,7918,Norvège
440.0,Public,162858.0,91.0,0.0,1.0,1999,6410,Finlande
441.0,Public,57373.0,29.0,0.0,7.0,1989,2619,Pays-Bas
442.0,Private,133602.0,47.0,1.0,1.0,1985,6342,Royaume-Uni
443.0,Public,66322.0,88.0,0.0,3.0,1994,4513,États-Unis
444.0,Public,68761.0,16.0,1.0,4.0,1993,4905,Canada
445.0,Private,70749.0,86.0,13.0,3.0,1991,2299,Chine
446.0,Private,65874.0,87.0,7.0,6.0,1993,3661,Inde
447.0,Private,115996.0,24.0,15.0,1.0,1995,2737,Germany
448.0,Public,67097.0,91.0,6.0,1.0,2010,7884,USA
449.0,Public,108027.0,64.0,13.0,5.0,1996,2878,Canada
450.0,Private,176349.0,80.0,8.0,2.0,1970,6370,India
451.0,Private,88452.0,40.0,8.0,6.0,2011,4452,Allemagne
452.0,Private,128266.0,55.0,7.0,4.0,1992,4233,France
453.0,Public,156777.0,20.0,7.0,2.0,1978,4539,Suède
454.0,Public,123234.0,50.0,10.0,7.0,1994,3636,Norvège
455.0,Public,60790.0,38.0,1.0,5.0,1975,2178,Finlande
456.0,Public,181332.0,99.0,14.0,6.0,1985,9675,Pays-Bas
457.0,Private,187297.0,7.0,0.0,1.0,2001,9853,Royaume-Uni
458.0,Public,153885.0,86.0,6.0,6.0,2006,3654,États-Unis
459.0,Private,53500.0,44.0,3.0,4.0,2004,3835,Canada
460.0,Public,69443.0,28.0,4.0,6.0,1995,9456,Chine
461.0,Public,124072.0,56.0,0.0,7.0,2013,9846,Inde
462.0,Public,135800.0,29.0,0.0,7.0,2015,5152,Germany
463.0,Private,120597.0,96.0,2.0,4.0,2001,2711,USA
464.0,Public,91358.0,11.0,1.0,4.0,1974,6390,Canada
465.0,Private,53231.0,41.0,0.0,5.0,1990,8519,India
466.0,Public,156330.0,31.0,1.0,2.0,2012,2835,Allemagne
467.0,Private,186002.0,80.0,15.0,2.0,2010,6506,France
468.0,Public,111760.0,53.0,12.0,5.0,1986,9239,Suède
469.0,Public,143906.0,12.0,4.0,3.0,2002,5413,Norvège
470.0,Private,182410.0,22.0,11.0,4.0,2022,2145,Finlande
471.0,Private,98463.0,46.0,10.0,5.0,2000,3344,Pays-Bas
472.0,Private,93762.0,28.0,15.0,7.0,1988,3263,Royaume-Uni
473.0,Private,104582.0,50.0,8.0,2.0,1971,1034,États-Unis
474.0,Private,130813.0,92.0,17.0,5.0,1992,797,Canada
475.0,Public,59202.0,92.0,5.0,4.0,2017,1028,Chine
476.0,Public,79968.0,45.0,9.0,2.0,2004,4004,Inde
477.0,Private,104824.0,42.0,0.0,7.0,2000,8514,Germany
478.0,Private,188719.0,30.0,0.0,6.0,2014,8148,USA
479.0,Private,187536.0,66.0,3.0,6.0,1973,6128,Canada
480.0,Private,134008.0,85.0,2.0,1.0,1999,8033,India
481.0,Public,176397.0,71.0,6.0,3.0,1972,1657,Allemagne
482.0,Public,154888.0,43.0,9.0,6.0,1993,5108,France
483.0,Private,155622.0,81.0,0.0,2.0,2019,4374,Suède
484.0,Public,62330.0,60.0,1.0,1.0,1986,3944,Norvège
485.0,Public,112838.0,34.0,1.0,7.0,1995,5387,Finlande
486.0,Private,58283.0,59.0,2.0,4.0,2003,9182,Pays-Bas
487.0,Public,77857.0,81.0,1.0,6.0,2001,4370,Royaume-Uni
488.0,Private,125024.0,25.0,0.0,1.0,2011,7486,États-Unis
489.0,Public,136242.0,34.0,9.0,1.0,2003,6156,Canada
490.0,Public,81934.0,81.0,1.0,4.0,1983,9009,Chine
491.0,Public,130511.0,97.0,3.0,4.0,1980,323,Inde
492.0,Public,144502.0,88.0,3.0,1.0,1999,5680,Germany
493.0,Private,63769.0,6.0,4.0,2.0,2007,8106,USA
494.0,Public,66760.0,20.0,0.0,4.0,2007,9232,Canada
495.0,Public,135115.0,54.0,1.0,7.0,2009,2758,India
496.0,Public,179877.0,17.0,12.0,4.0,2010,4219,Allemagne
497.0,Public,93351.0,65.0,1.0,1.0,2001,3612,France
498.0,Private,84547.0,96.0,3.0,3.0,1976,4694,Suède
499.0,Private,121725.0,3.0,12.0,3.0,1980,5352,Norvège
500.0,Private,65723.0,91.0,6.0,7.0,1985,1183,Finlande
501.0,Public,96794.0,96.0,6.0,3.0,2005,7705,Pays-Bas
502.0,Private,72352.0,61.0,8.0,5.0,2017,323,Royaume-Uni
503.0,Public,53097.0,21.0,0.0,7.0,1984,6193,États-Unis
504.0,Public,144831.0,17.0,1.0,3.0,1980,2779,Canada
505.0,Public,183851.0,10.0,1.0,2.0,1991,7458,Chine
506.0,Public,111896.0,90.0,1.0,3.0,1973,8245,Inde
507.0,Public,64824.0,30.0,1.0,1.0,1986,7506,Germany
508.0,Private,88565.0,16.0,1.0,5.0,2012,196,USA
509.0,Public,104974.0,63.0,1.0,1.0,1985,9968,Canada
510.0,Public,167060.0,47.0,1.0,5.0,1977,921,India
511.0,Public,69018.0,17.0,6.0,1.0,1980,2442,Allemagne
512.0,Public,174109.0,96.0,0.0,1.0,2015,541,France
513.0,Private,62186.0,29.0,0.0,1.0,1970,7636,Suède
514.0,Private,183783.0,70.0,9.0,3.0,2005,947,Norvège
515.0,Private,83771.0,1.0,1.0,2.0,2001,8,Finlande
516.0,Public,148196.0,91.0,0.0,2.0,2011,9081,Pays-Bas
517.0,Private,131742.0,87.0,1.0,1.0,1977,2220,Royaume-Uni
518.0,Public,59971.0,94.0,14.0,7.0,1994,7033,États-Unis
519.0,Public,88960.0,2.0,13.0,3.0,1996,5785,Canada
520.0,Public,140107.0,38.0,1.0,5.0,1983,4277,Chine
521.0,Public,161896.0,49.0,1.0,3.0,2011,1201,Inde
522.0,Public,57272.0,60.0,1.0,1.0,2013,8422,Germany
523.0,Private,119952.0,2.0,8.0,2.0,2013,4566,USA
524.0,Public,167197.0,63.0,1.0,5.0,1987,749,Canada
525.0,Public,186116.0,2.0,8.0,6.0,1974,2618,India
526.0,Public,134677.0,59.0,15.0,5.0,1998,2913,Allemagne
527.0,Public,180479.0,74.0,0.0,3.0,1978,8344,France
528.0,Private,112783.0,21.0,9.0,6.0,2021,4636,Suède
529.0,Private,150258.0,17.0,0.0,3.0,1983,3730,Norvège
530.0,Private,115832.0,92.0,2.0,2.0,1985,2887,Finlande
531.0,Public,104834.0,44.0,0.0,7.0,1989,8267,Pays-Bas
532.0,Private,152571.0,66.0,14.0,5.0,2022,8251,Royaume-Uni
533.0,Public,162287.0,45.0,3.0,2.0,2016,6465,États-Unis
534.0,Public,171761.0,59.0,1.0,6.0,1972,6889,Canada
535.0,Public,77709.0,73.0,0.0,1.0,2002,3520,Chine
536.0,Public,95053.0,17.0,1.0,2.0,1991,8594,Inde
537.0,Private,74820.0,33.0,1.0,2.0,1992,9500,Germany
538.0,Private,152267.0,92.0,9.0,5.0,1997,403,USA
539.0,Private,71925.0,14.0,4.0,2.0,1978,5381,Canada
540.0,Public,151340.0,95.0,1.0,7.0,2000,9338,India
541.0,Private,162921.0,51.0,0.0,4.0,2002,92,Allemagne
542.0,Public,52234.0,30.0,1.0,2.0,1985,9580,France
543.0,Public,100271.0,87.0,1.0,5.0,1986,1398,Suède
544.0,Public,170266.0,23.0,3.0,2.0,1992,789,Norvège
545.0,Public,88763.0,1.0,1.0,1.0,2010,6936,Finlande
546.0,Public,107359.0,26.0,10.0,6.0,1972,2132,Pays-Bas
547.0,Private,164781.0,83.0,0.0,2.0,2021,8019,Royaume-Uni
548.0,Public,156016.0,85.0,2.0,1.0,1995,5307,États-Unis
549.0,Public,186882.0,40.0,1.0,7.0,2008,4820,Canada
550.0,Public,99300.0,88.0,5.0,2.0,1989,1180,Chine
551.0,Private,58127.0,65.0,0.0,3.0,1985,9304,Inde
552.0,Public,89211.0,12.0,1.0,7.0,2016,1578,Germany
553.0,Public,148607.0,59.0,1.0,7.0,1992,9396,USA
554.0,Public,139592.0,62.0,1.0,1.0,1991,2127,Canada
555.0,Public,172051.0,62.0,1.0,3.0,1991,3634,India
556.0,Private,57033.0,99.0,0.0,4.0,1989,1881,Allemagne
557.0,Private,117612.0,63.0,0.0,6.0,2016,6730,France
558.0,Private,185321.0,96.0,0.0,7.0,1986,1829,Suède
559.0,Public,186577.0,5.0,8.0,5.0,2014,9972,Norvège
560.0,Private,151298.0,89.0,0.0,6.0,1998,2288,Finlande
561.0,Public,123925.0,52.0,1.0,7.0,2016,6385,Pays-Bas
562.0,Public,169496.0,12.0,11.0,6.0,2017,1373,Royaume-Uni
563.0,Public,142892.0,25.0,8.0,1.0,1978,6164,États-Unis
564.0,Public,58979.0,3.0,9.0,5.0,1990,2058,Canada
565.0,Public,141416.0,100.0,15.0,1.0,1973,5389,Chine
566.0,Private,104854.0,67.0,1.0,7.0,2001,9785,Inde
567.0,Public,180331.0,14.0,17.0,5.0,1992,4785,Germany
568.0,Public,172896.0,13.0,0.0,3.0,1971,5177,USA
569.0,Public,101451.0,82.0,4.0,3.0,1978,8944,Canada
570.0,Public,189974.0,37.0,8.0,1.0,1979,9141,India
571.0,Private,90084.0,65.0,1.0,6.0,2002,591,Allemagne
572.0,Public,112247.0,24.0,4.0,5.0,1982,6396,France
573.0,Public,181775.0,61.0,4.0,5.0,1986,2080,Suède
574.0,Public,59088.0,31.0,1.0,3.0,2014,320,Norvège
575.0,Public,60856.0,23.0,1.0,6.0,2005,1483,Finlande
576.0,Private,149900.0,34.0,6.0,3.0,1987,9119,Pays-Bas
577.0,Private,142776.0,98.0,8.0,5.0,2014,2023,Royaume-Uni
578.0,Private,162598.0,84.0,8.0,3.0,2009,3398,États-Unis
579.0,Public,146195.0,89.0,4.0,4.0,1991,817,Canada
580.0,Private,135268.0,53.0,4.0,5.0,2002,102,Chine
581.0,Public,136037.0,1.0,5.0,1.0,2007,4818,Inde
582.0,Public,111191.0,67.0,9.0,4.0,1970,3639,Germany
583.0,Public,144111.0,62.0,12.0,5.0,1997,8324,USA
584.0,Public,177359.0,56.0,6.0,2.0,1983,909,Canada
585.0,Public,112818.0,85.0,15.0,7.0,2022,4180,India
586.0,Private,53509.0,98.0,5.0,4.0,1985,5930,Allemagne
587.0,Public,168269.0,75.0,10.0,2.0,2001,562,France
588.0,Public,86766.0,2.0,16.0,3.0,2001,2681,Suède
589.0,Public,52661.0,25.0,12.0,5.0,1984,7137,Norvège
590.0,Public,148520.0,14.0,11.0,5.0,1999,3749,Finlande
591.0,Private,149936.0,52.0,15.0,3.0,2006,5888,Pays-Bas
592.0,Public,102296.0,31.0,7.0,5.0,1975,624,Royaume-Uni
593.0,Private,178416.0,16.0,10.0,7.0,1980,8194,États-Unis
594.0,Public,83788.0,41.0,15.0,1.0,1975,6780,Canada
595.0,Public,184771.0,77.0,8.0,5.0,1983,527,Chine
596.0,Public,70302.0,88.0,14.0,3.0,1972,3232,Inde
597.0,Public,58639.0,51.0,5.0,7.0,1991,2725,Germany
598.0,Private,97879.0,40.0,15.0,7.0,2011,9316,USA
599.0,Private,64707.0,29.0,7.0,3.0,1973,327,Canada
600.0,Private,71795.0,87.0,8.0,1.0,2010,2677,India
601.0,Private,76567.0,85.0,16.0,1.0,2014,3800,Allemagne
602.0,Private,126370.0,20.0,11.0,4.0,2013,5747,France
603.0,Public,154007.0,32.0,7.0,7.0,2006,426,Suède
604.0,Public,69720.0,78.0,17.0,6.0,2021,4363,Norvège
605.0,Public,85265.0,68.0,7.0,6.0,2004,3637,Finlande
606.0,Public,155864.0,31.0,13.0,3.0,2000,2225,Pays-Bas
607.0,Public,99421.0,72.0,8.0,7.0,1989,5583,Royaume-Uni
608.0,Public,145457.0,57.0,2.0,1.0,2010,5559,États-Unis
609.0,Private,118041.0,77.0,9.0,2.0,2013,9656,Canada
610.0,Public,73759.0,83.0,0.0,7.0,1974,3780,Chine
611.0,Private,90082.0,17.0,5.0,7.0,2005,4411,Inde
612.0,Public,74928.0,12.0,0.0,6.0,2000,1216,Germany
613.0,Public,101352.0,36.0,0.0,5.0,1973,9412,USA
614.0,Public,93947.0,81.0,9.0,2.0,2006,5312,Canada
615.0,Private,134629.0,23.0,1.0,6.0,1990,4432,India
616.0,Private,101858.0,70.0,8.0,6.0,1984,3700,Allemagne
617.0,Public,165501.0,47.0,10.0,4.0,1987,5727,France
618.0,Private,135931.0,74.0,5.0,1.0,2011,1237,Suède
619.0,Private,103356.0,20.0,1.0,6.0,1979,7362,Norvège
620.0,Public,75195.0,79.0,1.0,3.0,2000,4232,Finlande
621.0,Private,123083.0,44.0,6.0,5.0,1987,9563,Pays-Bas
622.0,Private,73884.0,30.0,1.0,2.0,2016,2089,Royaume-Uni
623.0,Public,91180.0,61.0,1.0,7.0,1996,1052,États-Unis
624.0,Private,86235.0,52.0,0.0,2.0,2007,7403,Canada
625.0,Public,96400.0,4.0,1.0,7.0,1988,8191,Chine
626.0,Private,83599.0,12.0,1.0,6.0,1992,8794,Inde
627.0,Public,82535.0,50.0,0.0,1.0,1993,2712,Germany
628.0,Private,92227.0,8.0,0.0,5.0,1988,7676,USA
629.0,Public,150444.0,27.0,13.0,4.0,2011,6255,Canada
630.0,Public,149095.0,83.0,1.0,2.0,1974,5776,India
631.0,Private,113605.0,42.0,3.0,3.0,1979,3722,Allemagne
632.0,Public,93854.0,82.0,0.0,7.0,1982,4520,France
633.0,Private,118280.0,92.0,0.0,5.0,1999,6002,Suède
634.0,Private,94576.0,90.0,0.0,1.0,1991,402,Norvège
635.0,Public,129257.0,70.0,6.0,3.0,2021,8184,Finlande
636.0,Public,70373.0,10.0,2.0,6.0,1984,2204,Pays-Bas
637.0,Public,77600.0,66.0,0.0,1.0,1981,8549,Royaume-Uni
638.0,Public,113707.0,97.0,0.0,5.0,1973,5380,États-Unis
639.0,Public,189672.0,8.0,0.0,7.0,1993,5124,Canada
640.0,Public,143180.0,58.0,0.0,5.0,1996,7271,Chine
641.0,Public,174890.0,14.0,3.0,4.0,2001,4400,Inde
642.0,Private,121377.0,19.0,7.0,7.0,1982,9212,Germany
643.0,Private,154857.0,13.0,0.0,7.0,1999,2746,USA
644.0,Public,160945.0,51.0,0.0,5.0,2012,9,Canada
645.0,Public,119557.0,35.0,0.0,2.0,2021,9109,India
646.0,Public,187141.0,33.0,0.0,7.0,2000,5440,Allemagne
647.0,Public,97468.0,22.0,0.0,1.0,1994,7499,France
648.0,Public,160351.0,77.0,8.0,5.0,2012,5572,Suède
649.0,Public,178627.0,94.0,1.0,2.0,1995,4849,Norvège
650.0,Public,170188.0,80.0,1.0,6.0,2011,3380,Finlande
651.0,Public,166007.0,40.0,1.0,4.0,2000,7713,Pays-Bas
652.0,Private,91794.0,83.0,0.0,7.0,1984,4448,Royaume-Uni
653.0,Public,189072.0,86.0,6.0,3.0,1971,7654,États-Unis
654.0,Private,152717.0,15.0,1.0,6.0,1976,6207,Canada
655.0,Public,158549.0,98.0,0.0,3.0,1982,9790,Chine
656.0,Private,134263.0,94.0,1.0,3.0,1993,2131,Inde
657.0,Public,148236.0,28.0,1.0,1.0,2021,7618,Germany
658.0,Private,171677.0,81.0,0.0,6.0,1982,1808,USA
659.0,Public,189446.0,38.0,1.0,6.0,1998,8606,Canada
660.0,Private,106633.0,53.0,0.0,3.0,2000,7855,India
661.0,Private,81084.0,48.0,6.0,5.0,1982,109,Allemagne
662.0,Private,148759.0,52.0,7.0,7.0,1982,3984,France
663.0,Public,117638.0,95.0,2.0,7.0,2004,4094,Suède
664.0,Public,159537.0,37.0,4.0,1.0,2011,2347,Norvège
665.0,Private,79526.0,6.0,9.0,7.0,1996,1284,Finlande
666.0,Private,101414.0,64.0,8.0,1.0,2005,5768,Pays-Bas
667.0,Public,109519.0,72.0,1.0,4.0,2005,8064,Royaume-Uni
668.0,Public,156880.0,70.0,0.0,7.0,1990,8714,États-Unis
669.0,Private,157278.0,58.0,0.0,6.0,1976,231,Canada
670.0,Public,144916.0,84.0,1.0,7.0,1994,4167,Chine
671.0,Private,59163.0,100.0,3.0,3.0,1977,9733,Inde
672.0,Public,93991.0,49.0,1.0,3.0,2021,908,Germany
673.0,Public,58318.0,45.0,1.0,1.0,2010,4592,USA
674.0,Public,180786.0,88.0,1.0,5.0,1978,651,Canada
675.0,Private,84622.0,45.0,0.0,6.0,1991,1492,India
676.0,Private,92674.0,59.0,8.0,4.0,1991,4891,Allemagne
677.0,Public,87553.0,94.0,1.0,1.0,1977,5709,France
678.0,Private,74174.0,79.0,1.0,2.0,1974,5008,Suède
679.0,Public,180831.0,33.0,1.0,2.0,2017,9939,Norvège
680.0,Public,137397.0,33.0,1.0,7.0,2010,6200,Finlande
681.0,Private,96154.0,100.0,1.0,4.0,1994,9447,Pays-Bas
682.0,Private,172477.0,69.0,1.0,3.0,1977,798,Royaume-Uni
683.0,Private,59954.0,37.0,4.0,4.0,2003,8605,États-Unis
684.0,Public,112240.0,95.0,0.0,4.0,2006,9789,Canada
685.0,Public,145679.0,35.0,0.0,2.0,2004,2697,Chine
686.0,Private,136265.0,49.0,12.0,5.0,1997,1328,Inde
687.0,Public,74869.0,12.0,0.0,3.0,1996,4497,Germany
688.0,Public,109425.0,46.0,0.0,1.0,1995,9790,USA
689.0,Public,126015.0,57.0,0.0,1.0,2004,5126,Canada
690.0,Public,156951.0,66.0,4.0,7.0,1978,4905,India
691.0,Public,127172.0,68.0,1.0,2.0,1976,180,Allemagne
692.0,Private,113834.0,22.0,0.0,3.0,2007,6910,France
693.0,Private,132005.0,2.0,0.0,5.0,2002,9312,Suède
694.0,Public,171323.0,78.0,10.0,4.0,2019,6202,Norvège
695.0,Public,92355.0,87.0,1.0,4.0,1971,6632,Finlande
696.0,Private,60982.0,3.0,0.0,5.0,1991,4527,Pays-Bas
697.0,Public,51742.0,33.0,8.0,3.0,2007,9401,Royaume-Uni
698.0,Public,138612.0,71.0,9.0,2.0,1994,2648,États-Unis
699.0,Private,158123.0,84.0,1.0,1.0,2013,6647,Canada
700.0,Private,164675.0,65.0,0.0,5.0,1972,698,Chine
701.0,Public,172882.0,27.0,8.0,7.0,2003,953,Inde
702.0,Public,70119.0,93.0,0.0,1.0,1972,221,Germany
703.0,Private,113998.0,26.0,7.0,7.0,2009,5668,USA
704.0,Private,114011.0,40.0,5.0,7.0,1979,7863,Canada
705.0,Private,57265.0,89.0,7.0,7.0,2021,1238,India
706.0,Public,130597.0,2.0,6.0,1.0,2003,921,Allemagne
707.0,Public,121597.0,7.0,0.0,5.0,1981,8273,France
708.0,Private,103210.0,100.0,6.0,6.0,1970,5751,Suède
709.0,Private,66308.0,8.0,0.0,4.0,1987,2641,Norvège
710.0,Private,141336.0,93.0,2.0,1.0,2003,2371,Finlande
711.0,Private,153632.0,76.0,9.0,7.0,2021,4297,Pays-Bas
712.0,Public,65520.0,71.0,1.0,2.0,1993,9532,Royaume-Uni
713.0,Public,153217.0,83.0,1.0,6.0,1993,5872,États-Unis
714.0,Private,92768.0,75.0,1.0,1.0,1993,751,Canada
715.0,Public,132345.0,10.0,0.0,2.0,2019,6506,Chine
716.0,Public,186069.0,49.0,1.0,2.0,1999,30,Inde
717.0,Public,53802.0,32.0,1.0,7.0,2017,3051,Germany
718.0,Public,103739.0,62.0,6.0,4.0,2008,3456,USA
719.0,Public,50550.0,34.0,9.0,7.0,1974,4493,Canada
720.0,Public,145648.0,21.0,7.0,6.0,2000,3944,India
721.0,Private,85737.0,37.0,0.0,3.0,2012,7842,Allemagne
722.0,Public,99950.0,20.0,0.0,4.0,2006,6900,France
723.0,Public,83220.0,21.0,7.0,4.0,1986,7968,Suède
724.0,Private,73410.0,50.0,8.0,5.0,1986,1693,Norvège
725.0,Public,64310.0,43.0,2.0,1.0,1973,1691,Finlande
726.0,Public,59844.0,79.0,0.0,1.0,1988,4435,Pays-Bas
727.0,Private,67787.0,1.0,1.0,6.0,2007,1306,Royaume-Uni
728.0,Private,172841.0,4.0,0.0,1.0,1978,1819,États-Unis
729.0,Private,145528.0,61.0,1.0,2.0,1992,6077,Canada
730.0,Private,173807.0,42.0,0.0,2.0,1993,6749,Chine
731.0,Private,185794.0,69.0,7.0,1.0,1992,9293,Inde
732.0,Private,119780.0,71.0,1.0,3.0,1987,1071,Germany
733.0,Public,158596.0,86.0,1.0,2.0,2007,5648,USA
734.0,Public,118122.0,52.0,0.0,6.0,1975,7535,Canada
735.0,Private,99964.0,11.0,7.0,4.0,1972,6632,India
736.0,Public,120752.0,27.0,1.0,6.0,1972,2846,Allemagne
737.0,Public,189630.0,53.0,5.0,5.0,2013,6737,France
738.0,Private,125510.0,6.0,3.0,3.0,2010,9007,Suède
739.0,Private,101799.0,49.0,1.0,1.0,1980,9953,Norvège
740.0,Public,92914.0,74.0,0.0,3.0,1997,7650,Finlande
741.0,Public,162465.0,59.0,9.0,3.0,1982,7710,Pays-Bas
742.0,Private,163818.0,27.0,2.0,1.0,2016,1822,Royaume-Uni
743.0,Public,53832.0,56.0,4.0,1.0,2011,9891,États-Unis
744.0,Public,140190.0,49.0,1.0,4.0,1998,8147,Canada
745.0,Private,125836.0,69.0,1.0,4.0,2001,5086,Chine
746.0,Private,100938.0,27.0,0.0,7.0,1971,4276,Inde
747.0,Private,168670.0,37.0,1.0,3.0,2009,4426,Germany
748.0,Public,176885.0,10.0,0.0,3.0,1973,8396,USA
749.0,Public,111174.0,28.0,4.0,5.0,2005,4056,Canada
750.0,Private,127335.0,97.0,6.0,6.0,1982,737,India
751.0,Private,149103.0,3.0,10.0,1.0,1997,9208,Allemagne
752.0,Private,167705.0,31.0,0.0,7.0,1979,564,France
753.0,Public,183548.0,85.0,1.0,4.0,2012,2842,Suède
754.0,Public,50396.0,46.0,0.0,6.0,1990,6060,Norvège
755.0,Public,63557.0,3.0,1.0,1.0,1984,7286,Finlande
756.0,Public,87878.0,55.0,1.0,6.0,1970,2940,Pays-Bas
757.0,Private,55634.0,53.0,8.0,3.0,2003,9191,Royaume-Uni
758.0,Public,118110.0,26.0,1.0,5.0,2003,5112,États-Unis
759.0,Private,129396.0,36.0,6.0,6.0,1993,2531,Canada
760.0,Public,62628.0,64.0,8.0,6.0,1981,2013,Chine
761.0,Public,51700.0,17.0,4.0,6.0,2003,9127,Inde
762.0,Public,106816.0,49.0,7.0,5.0,1986,9270,Germany
763.0,Private,93000.0,67.0,0.0,2.0,2005,4365,USA
764.0,Public,144148.0,71.0,1.0,4.0,1986,4313,Canada
765.0,Private,101388.0,90.0,0.0,2.0,1983,995,India
766.0,Public,171560.0,78.0,0.0,2.0,1994,9921,Allemagne
767.0,Private,156366.0,60.0,8.0,1.0,1993,7882,France
768.0,Public,143910.0,22.0,1.0,7.0,1997,1765,Suède
769.0,Public,106569.0,84.0,1.0,3.0,2003,4539,Norvège
770.0,Private,173009.0,25.0,9.0,6.0,1990,2085,Finlande
771.0,Private,54252.0,29.0,0.0,5.0,1982,9982,Pays-Bas
772.0,Private,104600.0,57.0,6.0,3.0,2018,5476,Royaume-Uni
773.0,Private,50250.0,54.0,0.0,2.0,2019,8349,États-Unis
774.0,Private,93242.0,84.0,0.0,7.0,1979,4013,Canada
775.0,Public,156839.0,38.0,3.0,7.0,2001,2537,Chine
776.0,Public,71305.0,39.0,9.0,2.0,1982,6681,Inde
777.0,Private,85975.0,73.0,0.0,6.0,2014,3130,Germany
778.0,Private,188107.0,52.0,10.0,2.0,1982,9888,USA
779.0,Private,82333.0,35.0,1.0,2.0,1986,4523,Canada
780.0,Private,125016.0,25.0,1.0,7.0,1992,2920,India
781.0,Public,148908.0,10.0,2.0,3.0,2014,6098,Allemagne
782.0,Public,58217.0,70.0,0.0,1.0,2003,7390,France
783.0,Private,76521.0,29.0,7.0,4.0,2019,6965,Suède
784.0,Public,117763.0,42.0,1.0,2.0,1994,2735,Norvège
785.0,Public,115184.0,93.0,1.0,4.0,1979,4017,Finlande
786.0,Private,54251.0,7.0,2.0,6.0,1995,4949,Pays-Bas
787.0,Public,112530.0,24.0,2.0,6.0,1993,2970,Royaume-Uni
788.0,Private,107409.0,2.0,1.0,6.0,1992,9841,États-Unis
789.0,Public,84793.0,23.0,9.0,6.0,2013,2760,Canada
790.0,Public,66952.0,79.0,1.0,2.0,1999,7374,Chine
791.0,Public,153465.0,11.0,1.0,4.0,2017,2129,Inde
792.0,Public,178214.0,17.0,1.0,7.0,1978,4244,Germany
793.0,Private,152069.0,42.0,4.0,4.0,2014,1210,USA
794.0,Public,132860.0,17.0,7.0,2.0,2004,5665,Canada
795.0,Public,147719.0,86.0,1.0,7.0,1992,5452,India
796.0,Public,172915.0,29.0,9.0,1.0,2003,8187,Allemagne
797.0,Public,148594.0,29.0,3.0,5.0,2012,2914,France
798.0,Private,61986.0,77.0,0.0,1.0,2022,9288,Suède
799.0,Private,91456.0,13.0,1.0,4.0,1997,1392,Norvège
800.0,Private,166247.0,84.0,1.0,2.0,1977,4562,Finlande
801.0,Public,140516.0,50.0,0.0,3.0,1990,6852,Pays-Bas
802.0,Private,148208.0,36.0,5.0,7.0,1977,7844,Royaume-Uni
803.0,Public,133822.0,78.0,0.0,4.0,2006,2276,États-Unis
804.0,Public,175424.0,32.0,4.0,5.0,1992,5111,Canada
